VORP,PER,WS,FT,BPM,Rk_Conference,USG%,Trp Dbl,AST,2P%
6.0,25.8,13.5,6.1,5.5,5.0,29.4,0.0,2.2,0.552
0.5,15.7,5.1,3.2,-1.1,2.0,22.7,0.0,0.7,0.503
-0.6,8.4,1.4,1.4,-4.2,3.0,15.4,0.0,0.6,0.419
3.3,17.7,9.2,3.4,2.3,8.0,19.1,0.037037037037037,9.5,0.497
1.9,13.7,4.6,0.9,2.0,2.0,15.7,0.0,3.2,0.495
0.7,11.4,3.6,1.5,-0.6,5.0,14.9,0.0,1.9,0.532
0.4,15.6,4.4,3.0,-1.4,10.0,20.4,0.0,1.1,0.49
2.3,15.0,4.8,2.8,2.2,5.0,17.9,0.0,6.6,0.497
3.8,21.6,10.5,3.7,3.3,8.0,20.9,0.0,2.2,0.57
2.1,15.4,8.7,4.0,0.6,5.0,17.7,0.0121951219512195,2.5,0.543
0.3,13.2,2.4,1.4,-1.2,5.0,19.5,0.0,1.1,0.507
2.6,19.3,9.2,6.3,1.4,2.0,28.2,0.0,2.9,0.479
0.4,13.2,2.3,1.0,-1.3,11.0,22.3,0.0,1.5,0.515
2.1,19.0,6.8,4.0,0.9,6.0,28.8,0.0,4.7,0.492
2.9,16.4,7.7,3.2,2.2,5.0,18.5,0.0,8.6,0.478
2.5,15.7,6.5,3.9,2.0,10.0,18.5,0.0,3.1,0.511
1.6,18.5,7.0,3.6,0.4,7.0,21.9,0.0,1.7,0.479
3.0,16.3,7.7,1.9,2.7,2.0,17.2,0.0,6.0,0.511
0.7,13.0,2.2,0.6,0.4,3.0,13.3,0.0,3.5,0.493
-0.8,11.6,1.8,0.9,-4.4,6.0,19.4,0.0,0.6,0.445
7.4,27.0,16.1,7.6,7.5,7.0,24.4,0.0253164556962025,4.1,0.636
0.4,14.3,4.1,3.2,-1.4,10.0,20.7,0.0,7.7,0.475
0.2,15.6,4.0,4.0,-1.7,11.0,21.8,0.0,1.5,0.497
0.1,12.5,1.3,1.6,-1.7,10.0,18.2,0.0,4.9,0.485
0.2,11.8,2.7,0.8,-1.2,4.0,14.6,0.0,0.5,0.503
0.4,13.5,3.2,2.4,-1.1,3.0,20.4,0.0,2.4,0.465
1.5,12.9,5.5,1.3,1.0,2.0,11.1,0.0,0.5,0.653
1.8,13.4,3.7,1.8,0.9,9.0,14.8,0.0253164556962025,6.3,0.426
0.8,12.2,2.2,1.3,-0.7,8.0,16.8,0.0,5.8,0.441
3.9,18.3,8.0,2.8,3.2,9.0,21.2,0.0,7.0,0.517
3.4,18.3,7.2,2.5,3.5,4.0,21.3,0.0277777777777777,8.6,0.507
-0.8,10.2,0.3,0.9,-7.5,4.0,23.2,0.0,0.1,0.467
-0.4,9.4,1.5,1.2,-3.4,13.0,14.9,0.0,0.8,0.447
0.9,13.6,5.0,1.0,-0.2,6.0,11.6,0.0,1.0,0.498
-0.6,8.7,0.7,0.7,-4.7,7.0,14.6,0.0,0.4,0.448
-0.3,10.8,1.4,0.9,-2.7,6.0,16.6,0.0,1.3,0.465
2.1,19.4,6.5,3.1,2.1,2.0,28.3,0.0,2.3,0.51
1.8,14.6,4.9,1.8,1.3,5.0,17.6,0.0,5.5,0.516
3.8,19.9,10.3,3.7,3.9,2.0,19.9,0.0,2.2,0.541
2.1,15.5,7.4,3.7,1.0,4.0,18.8,0.0,2.7,0.519
1.4,15.3,2.6,0.8,1.1,12.0,13.6,0.0,7.8,0.437
-0.2,10.3,1.5,0.6,-3.2,4.0,12.6,0.0,0.3,0.511
-0.1,12.6,1.0,0.7,-2.3,13.0,23.9,0.0,2.0,0.444
-0.3,12.1,1.5,2.3,-2.5,12.0,20.9,0.0,3.8,0.466
-0.2,10.4,0.6,1.1,-3.0,5.0,17.8,0.0,2.7,0.45
4.1,21.8,10.4,5.5,3.4,3.0,29.4,0.0,2.6,0.475
4.8,22.1,10.9,4.5,4.5,4.0,23.6,0.0,2.4,0.57
-1.1,12.2,-0.1,1.9,-4.1,12.0,26.8,0.0,1.9,0.432
0.5,13.3,5.2,2.0,-1.0,1.0,14.9,0.0,0.6,0.56
4.5,20.6,11.3,3.5,4.5,2.0,21.0,0.0,8.4,0.548
5.0,20.5,12.2,6.3,4.2,2.0,21.2,0.0246913580246913,12.2,0.514
-0.6,5.3,0.6,0.5,-4.9,3.0,12.4,0.0,0.4,0.444
1.4,18.0,3.7,2.1,2.2,4.0,23.3,0.0,3.9,0.484
0.8,18.6,5.3,3.8,-0.6,4.0,29.8,0.0,1.6,0.494
2.3,19.7,7.7,4.5,1.2,5.0,28.9,0.0,2.5,0.467
1.0,13.1,2.9,2.5,-0.4,10.0,16.8,0.0294117647058823,4.3,0.474
-0.5,12.6,3.3,1.9,-3.0,9.0,17.6,0.0,0.9,0.493
1.5,17.4,5.1,4.0,0.3,11.0,20.3,0.0126582278481012,2.0,0.543
1.3,16.1,4.8,2.4,0.3,12.0,16.2,0.0,2.1,0.521
1.1,13.8,4.3,2.3,-0.2,4.0,20.9,0.0,3.4,0.482
1.1,15.9,5.7,4.1,-0.5,9.0,23.2,0.0,3.7,0.485
2.4,14.5,4.4,1.6,2.1,4.0,13.3,0.0266666666666666,9.3,0.443
-0.7,12.6,-0.2,2.1,-3.2,12.0,27.1,0.0,2.3,0.431
1.2,17.5,5.9,4.0,-0.1,10.0,23.7,0.0,1.6,0.516
0.4,9.8,1.7,0.5,-1.0,7.0,9.7,0.0,0.3,0.423
3.2,15.8,8.1,3.3,2.8,5.0,17.8,0.0,3.6,0.449
-0.4,9.3,2.0,1.1,-3.3,5.0,15.2,0.0,0.7,0.487
1.9,15.8,5.6,3.2,1.0,10.0,18.7,0.0131578947368421,6.5,0.526
3.0,20.3,10.1,5.6,2.1,8.0,23.7,0.0,2.2,0.548
8.3,26.9,16.1,6.7,9.4,1.0,24.3,0.2207792207792207,12.8,0.548
0.3,12.0,3.3,0.4,-1.4,6.0,14.8,0.0,3.9,0.532
1.8,15.3,6.7,3.5,1.1,4.0,21.0,0.0,2.0,0.534
2.2,15.7,4.8,1.2,1.9,10.0,19.1,0.0,2.2,0.457
1.5,11.9,4.4,1.0,1.0,1.0,13.4,0.0,3.9,0.468
0.2,11.5,2.5,2.2,-1.7,8.0,16.2,0.0,6.6,0.459
3.8,19.7,10.8,4.6,2.7,4.0,26.6,0.0,2.0,0.507
4.8,19.8,10.2,3.9,4.7,2.0,23.4,0.0121951219512195,5.3,0.54
1.5,14.7,5.4,1.8,1.6,2.0,15.0,0.0,1.5,0.542
1.1,12.1,4.6,1.6,0.5,1.0,13.3,0.0,0.8,0.519
-0.5,11.6,0.9,1.1,-3.7,10.0,20.7,0.0,0.9,0.44
0.6,15.6,4.3,2.2,-0.8,10.0,20.3,0.0,0.9,0.518
-0.3,11.3,0.4,1.3,-2.7,11.0,17.3,0.0,5.8,0.443
-0.3,11.9,1.4,1.6,-3.0,12.0,17.3,0.0,0.4,0.49
-0.2,9.1,0.9,0.6,-3.3,10.0,12.2,0.0,0.4,0.474
2.2,16.5,5.3,2.1,1.8,7.0,16.2,0.0,7.8,0.49
1.6,14.7,6.7,2.5,0.5,4.0,13.7,0.0,1.6,0.502
-0.5,10.4,1.0,1.8,-3.6,12.0,16.7,0.0,1.3,0.512
0.1,14.0,3.3,3.4,-1.9,1.0,20.7,0.0,0.8,0.469
1.2,14.2,4.0,3.1,-0.2,7.0,20.3,0.0,3.0,0.461
-0.5,9.5,0.2,1.0,-4.1,1.0,20.5,0.0,1.2,0.41
1.4,16.4,4.5,3.6,0.1,1.0,27.4,0.0,3.5,0.488
0.9,15.0,2.8,2.4,-0.3,11.0,23.6,0.0,1.6,0.479
-0.2,11.8,2.2,2.0,-2.5,6.0,15.5,0.0,1.4,0.423
2.3,17.6,7.7,2.9,2.2,2.0,18.8,0.0,1.3,0.51
0.1,11.5,1.7,1.2,-1.5,2.0,17.7,0.0,2.3,0.436
-0.2,10.5,3.1,1.2,-2.3,2.0,18.1,0.0,1.6,0.455
0.1,15.2,2.1,3.4,-1.6,9.0,27.8,0.0,1.5,0.447
1.2,15.6,6.5,4.4,-0.3,3.0,25.5,0.0,1.7,0.484
-1.0,13.9,4.8,4.1,-3.5,8.0,22.4,0.0,0.8,0.478
0.4,13.4,2.8,2.0,-1.3,13.0,17.9,0.0,2.2,0.49
-0.2,11.7,1.6,1.2,-2.3,13.0,19.2,0.0125,5.4,0.469
1.8,17.2,6.1,3.5,1.5,8.0,18.3,0.0,1.5,0.518
-0.2,10.6,1.4,1.8,-2.3,9.0,16.6,0.0,1.6,0.439
6.6,23.6,12.6,5.6,6.5,8.0,27.2,0.0512820512820512,5.8,0.511
0.1,10.6,2.0,1.5,-1.6,5.0,15.1,0.0,0.9,0.498
3.7,19.0,9.7,3.1,3.0,1.0,22.4,0.0,3.6,0.556
0.0,14.1,-0.4,1.7,-1.9,11.0,23.8,0.0,7.1,0.441
1.2,13.4,5.5,1.7,0.2,3.0,14.1,0.0,0.9,0.531
2.4,16.8,7.0,3.8,1.9,1.0,21.6,0.0,5.7,0.506
1.9,10.6,6.6,1.6,0.6,3.0,9.2,0.0,1.0,0.462
1.1,15.4,4.0,2.1,-0.5,11.0,20.8,0.0125,3.5,0.507
1.0,14.8,5.7,2.4,-0.4,4.0,17.8,0.0,2.3,0.526
2.9,18.5,9.6,4.9,2.0,2.0,22.2,0.0,3.7,0.538
2.7,17.2,6.2,2.6,2.3,11.0,15.8,0.0365853658536585,7.4,0.463
-0.8,6.3,0.1,0.3,-5.2,12.0,9.6,0.0,0.5,0.43
0.9,14.1,3.1,1.6,0.5,9.0,16.7,0.0,2.8,0.463
2.3,16.6,4.9,2.8,1.3,12.0,23.8,0.0,4.6,0.503
0.4,15.3,4.4,2.4,-1.3,7.0,21.9,0.0,1.7,0.494
3.4,17.1,7.0,3.6,2.6,1.0,24.6,0.0,8.3,0.485
0.4,12.7,3.3,1.7,-0.8,3.0,17.0,0.0,1.2,0.481
-0.1,11.8,0.9,1.0,-2.4,6.0,20.3,0.0,1.9,0.481
-1.3,7.0,-0.5,0.7,-5.5,11.0,14.3,0.0,1.7,0.433
11.4,31.1,19.8,8.3,11.9,6.0,32.1,0.1851851851851851,8.0,0.553
2.3,16.3,8.1,1.2,2.2,1.0,14.1,0.0,1.2,0.614
1.5,15.5,5.9,2.3,1.2,7.0,16.2,0.0,2.0,0.505
-0.3,7.9,0.3,0.7,-3.7,3.0,13.7,0.0,2.6,0.328
0.6,12.0,2.1,0.4,0.1,8.0,14.9,0.0,1.4,0.464
1.0,13.8,6.4,1.8,-0.5,6.0,15.2,0.0,2.1,0.522
1.6,16.1,5.9,3.5,0.6,3.0,22.8,0.0,4.7,0.476
0.4,15.4,5.6,4.4,-1.2,6.0,18.8,0.0,1.4,0.525
-0.6,9.7,1.5,1.1,-5.0,3.0,18.4,0.0,0.2,0.545
-0.9,10.0,1.0,1.8,-4.6,8.0,17.6,0.0,0.9,0.407
4.0,18.8,6.9,2.7,4.6,9.0,20.4,0.0121951219512195,4.3,0.482
0.0,14.9,3.4,2.5,-2.0,12.0,20.6,0.0,0.7,0.505
-0.9,11.4,0.6,1.7,-4.1,10.0,20.6,0.0,1.2,0.465
2.0,18.6,6.7,3.4,1.9,5.0,25.2,0.0,2.1,0.529
0.3,16.7,3.1,2.8,-1.3,7.0,25.9,0.0,1.5,0.481
1.9,16.6,6.8,2.6,1.0,1.0,23.1,0.0,3.1,0.508
1.6,12.1,4.6,0.5,1.4,4.0,14.1,0.0,1.6,0.512
0.9,16.6,1.9,0.7,2.4,4.0,18.9,0.0,3.5,0.437
1.6,17.4,7.4,6.3,0.7,9.0,24.3,0.0,2.3,0.493
0.2,12.0,3.5,2.4,-1.6,5.0,20.9,0.0,2.5,0.447
0.3,13.6,2.3,1.5,-1.4,6.0,19.3,0.0,4.8,0.495
5.0,20.6,9.2,3.8,5.2,6.0,21.3,0.1267605633802817,7.9,0.463
0.0,10.6,1.7,0.5,-2.0,9.0,14.9,0.0,1.1,0.465
0.7,15.2,3.0,3.0,-1.1,10.0,26.3,0.0125,3.6,0.519
1.6,17.7,4.9,4.5,0.5,9.0,28.1,0.0,3.6,0.484
0.5,13.7,4.6,3.7,-1.1,13.0,17.9,0.0,1.8,0.489
1.1,15.3,6.4,3.5,-0.5,9.0,18.8,0.0,1.6,0.476
-0.1,12.3,1.2,0.7,-2.3,9.0,17.9,0.0,0.6,0.479
-1.9,10.8,-0.5,2.3,-5.8,13.0,22.8,0.0,0.7,0.449
-0.1,10.1,0.6,0.8,-2.9,8.0,16.8,0.0,0.6,0.447
1.5,14.9,4.0,2.8,0.4,6.0,21.3,0.0136986301369863,3.5,0.496
2.3,16.6,6.8,3.4,1.4,8.0,20.8,0.0131578947368421,3.2,0.472
2.3,17.8,9.4,3.4,1.6,1.0,17.0,0.0,1.3,0.536
0.0,13.7,3.7,1.4,-2.0,4.0,16.3,0.0,0.7,0.499
-0.2,11.6,2.8,1.8,-2.6,1.0,19.8,0.0,0.6,0.502
0.1,10.6,2.6,1.1,-1.7,6.0,14.7,0.0,1.2,0.485
0.4,14.8,2.5,2.2,-0.9,7.0,22.3,0.0,1.8,0.448
0.7,16.7,3.5,2.2,-0.6,6.0,26.7,0.0,2.3,0.512
0.0,12.3,1.3,1.8,-1.9,12.0,16.6,0.0,6.3,0.433
1.3,17.7,3.3,6.2,0.2,12.0,29.8,0.0,3.2,0.476
0.1,12.6,-0.2,1.8,-1.9,13.0,24.8,0.0,4.4,0.431
0.0,12.9,2.9,1.6,-2.1,1.0,20.1,0.0,1.0,0.477
0.5,14.6,5.2,2.9,-1.2,11.0,16.5,0.0,1.1,0.534
8.3,22.9,15.6,4.8,8.3,3.0,19.1,0.0,13.6,0.561
2.2,17.3,5.9,2.4,2.3,1.0,25.1,0.0,3.0,0.472
0.7,14.2,6.3,3.6,-0.9,5.0,17.9,0.0,1.3,0.475
0.3,12.7,2.5,1.1,-1.2,10.0,16.4,0.0,2.6,0.482
5.7,25.2,12.4,5.5,5.5,5.0,28.2,0.0,1.8,0.511
1.3,17.2,5.6,5.2,-0.1,7.0,26.2,0.0,4.2,0.475
-0.6,12.4,1.7,1.8,-3.6,8.0,21.2,0.0,1.5,0.524
-0.5,11.8,2.6,1.3,-3.4,12.0,14.2,0.0,0.7,0.564
-0.4,10.1,1.5,0.8,-2.9,12.0,12.7,0.0,1.6,0.502
2.7,18.0,6.7,2.8,2.5,10.0,22.6,0.0,5.5,0.488
4.7,21.9,10.6,6.0,4.0,7.0,26.6,0.0121951219512195,5.1,0.527
0.2,11.9,3.7,0.2,-1.6,7.0,10.6,0.0,1.5,0.552
-0.2,11.0,1.4,1.4,-2.4,11.0,14.0,0.0,3.4,0.509
2.7,21.2,10.7,6.9,1.8,3.0,23.4,0.0,1.4,0.496
0.4,13.3,2.7,1.3,-0.7,9.0,16.3,0.0,3.1,0.545
2.3,17.6,6.9,3.5,1.4,8.0,24.1,0.0,2.7,0.493
5.9,24.4,15.2,8.8,5.4,3.0,30.4,0.0,2.7,0.521
-0.2,12.6,2.0,1.6,-2.8,4.0,18.9,0.0,0.9,0.463
1.1,14.0,2.9,0.7,1.2,7.0,14.1,0.0,3.7,0.463
3.4,16.6,9.0,2.2,3.2,1.0,18.2,0.0,2.2,0.515
-0.1,12.1,1.3,0.7,-2.7,4.0,21.7,0.0,0.5,0.389
0.8,16.7,4.1,3.9,-0.7,9.0,28.6,0.0,2.9,0.486
0.0,7.8,2.1,0.4,-2.1,6.0,9.6,0.0,1.8,0.431
1.3,14.7,4.5,2.6,-0.1,7.0,19.5,0.0126582278481012,6.4,0.442
-0.5,11.6,1.6,2.4,-3.3,5.0,22.9,0.0,1.0,0.446
0.9,15.3,4.4,4.0,0.0,10.0,19.9,0.0,2.6,0.492
0.9,12.0,3.7,0.9,0.4,3.0,10.1,0.0,0.8,0.53
-0.3,8.2,1.0,0.5,-3.6,5.0,13.3,0.0,0.5,0.377
-1.7,11.0,2.1,3.0,-5.0,6.0,20.1,0.0,1.2,0.475
0.2,12.3,3.9,1.7,-1.7,3.0,22.5,0.0,1.6,0.477
1.0,12.4,3.5,2.0,0.7,1.0,15.2,0.0,1.1,0.502
0.0,13.3,2.2,1.0,-2.0,9.0,18.7,0.0,0.9,0.491
4.2,18.4,8.5,3.3,4.8,3.0,18.2,0.0131578947368421,6.9,0.474
0.3,16.3,2.0,3.1,-1.3,11.0,27.7,0.0,2.2,0.468
-0.1,14.7,4.4,3.9,-2.2,11.0,22.2,0.0,0.9,0.483
-0.3,6.8,0.8,0.7,-3.1,8.0,8.8,0.0,0.8,0.423
-0.1,11.9,1.4,0.8,-2.5,7.0,16.6,0.0,1.4,0.476
3.4,17.5,8.3,4.2,2.9,6.0,19.7,0.0,6.4,0.49
0.1,15.7,1.5,1.3,-1.4,8.0,26.3,0.0,0.9,0.481
0.5,11.6,3.5,0.9,-1.2,3.0,15.8,0.0,3.7,0.478
0.3,13.9,2.1,1.0,-0.8,6.0,17.9,0.0,0.7,0.531
-0.1,13.5,1.8,0.6,-2.3,7.0,22.2,0.0,0.7,0.482
2.9,19.8,7.6,3.9,2.0,2.0,28.4,0.0,4.7,0.496
0.5,15.0,2.6,1.0,0.2,1.0,14.1,0.0,0.8,0.548
8.1,27.8,15.0,5.5,8.8,1.0,30.2,0.0263157894736842,6.1,0.546
-0.7,10.4,-0.1,0.7,-3.4,11.0,20.3,0.0,3.3,0.461
-0.6,9.5,-0.3,1.4,-4.2,11.0,20.5,0.0,0.9,0.431
1.5,15.5,7.0,2.3,0.8,3.0,15.1,0.0,0.9,0.557
1.6,18.4,8.8,5.0,0.9,2.0,18.7,0.0,1.3,0.542
1.4,15.4,4.4,3.9,0.2,6.0,21.6,0.0129870129870129,7.1,0.453
0.7,14.2,3.6,2.5,-0.3,3.0,19.9,0.0,1.9,0.475
-0.1,9.2,1.2,0.6,-2.4,8.0,7.7,0.0,0.7,0.458
2.8,17.3,8.6,3.7,1.8,4.0,21.3,0.0,3.1,0.502
5.5,20.5,10.4,3.0,5.1,2.0,21.4,0.1341463414634146,7.8,0.484
4.0,18.1,9.8,3.3,3.2,4.0,16.8,0.024390243902439,10.1,0.533
0.7,16.0,2.7,0.8,0.7,7.0,20.6,0.0,2.3,0.535
1.0,15.4,6.7,3.2,-0.6,4.0,17.9,0.0,3.0,0.487
-1.4,7.2,-0.1,1.1,-5.4,10.0,18.0,0.0,1.5,0.395
1.1,15.3,5.1,2.3,-0.1,6.0,19.0,0.0,1.3,0.495
0.3,15.0,2.8,3.6,-1.3,8.0,26.1,0.0,2.8,0.503
0.8,16.1,5.7,3.1,-0.7,9.0,22.7,0.0,1.3,0.513
1.1,13.9,3.3,1.7,-0.4,9.0,23.3,0.0,3.9,0.48
4.2,18.1,9.1,3.2,3.5,3.0,20.6,0.0,7.7,0.488
3.1,15.6,7.5,2.0,2.5,2.0,16.2,0.0,6.1,0.505
0.6,13.1,2.2,1.3,-0.5,9.0,17.4,0.0,2.2,0.496
2.8,17.6,7.8,2.8,2.2,5.0,20.6,0.0,6.0,0.51
3.1,15.1,8.8,2.3,2.2,2.0,16.5,0.0,2.4,0.5
0.1,13.8,1.7,2.1,-1.8,11.0,19.3,0.0149253731343283,6.4,0.444
-0.6,10.3,2.7,1.5,-3.2,7.0,16.2,0.0,1.1,0.443
0.6,12.7,2.2,1.3,-0.8,10.0,17.8,0.0,2.3,0.476
0.3,12.4,3.0,1.3,-1.3,9.0,16.6,0.0,1.4,0.493
0.8,16.0,4.1,3.8,-0.6,8.0,20.7,0.0,3.8,0.53
3.3,15.9,6.5,1.8,3.3,7.0,12.7,0.0121951219512195,8.6,0.479
2.1,14.2,6.2,2.3,2.2,2.0,14.3,0.0,1.4,0.566
1.0,14.1,2.0,2.7,-0.1,12.0,19.3,0.0,2.6,0.496
2.1,15.0,6.9,3.2,1.0,9.0,17.6,0.0,2.3,0.502
1.1,15.0,6.7,3.6,-0.3,3.0,18.9,0.0,1.6,0.46
0.8,13.3,2.4,0.6,1.1,7.0,11.8,0.0,2.8,0.475
-0.2,9.3,2.2,0.9,-2.8,1.0,11.4,0.0,0.5,0.532
0.2,12.4,1.2,0.6,-1.3,10.0,16.3,0.0,0.8,0.458
4.6,23.4,10.7,4.8,4.4,6.0,26.5,0.0126582278481012,2.1,0.516
1.3,17.8,3.8,3.0,0.6,9.0,26.3,0.0,4.1,0.483
3.2,17.0,7.1,3.8,3.0,6.0,17.9,0.0266666666666666,7.0,0.508
0.8,18.8,3.4,2.6,-0.4,8.0,25.9,0.0,1.5,0.563
1.2,15.8,5.3,2.6,0.0,1.0,21.4,0.0,1.7,0.532
0.7,14.8,2.3,1.3,0.1,3.0,18.5,0.0,4.1,0.496
0.4,13.2,1.8,0.9,-0.7,5.0,18.4,0.0,3.7,0.436
-0.5,8.6,1.7,1.0,-3.5,5.0,14.4,0.0,0.8,0.467
1.0,13.6,4.9,1.4,-0.3,4.0,16.4,0.0,1.9,0.486
0.0,13.1,0.7,1.9,-1.9,11.0,23.6,0.0,3.0,0.47
1.3,12.4,6.2,1.8,0.0,3.0,9.4,0.0,0.8,0.558
0.2,11.8,3.4,1.7,-1.6,6.0,15.1,0.0,1.5,0.515
0.9,12.8,2.6,1.1,0.4,8.0,15.6,0.0,3.8,0.464
0.9,15.5,3.8,1.8,0.3,3.0,20.2,0.0,1.3,0.546
0.2,12.1,2.2,1.8,-1.4,10.0,18.5,0.0,3.1,0.431
2.0,17.4,6.8,1.9,1.6,2.0,19.2,0.0,1.3,0.568
-0.6,11.7,1.2,1.1,-3.1,12.0,18.5,0.0,5.2,0.479
1.3,16.8,6.4,5.1,0.0,7.0,27.0,0.0,2.6,0.461
-0.7,8.4,0.9,0.9,-5.3,1.0,14.6,0.0,0.3,0.547
3.3,17.5,8.4,2.8,2.8,9.0,17.7,0.0375,7.1,0.531
0.7,16.3,2.3,2.1,0.4,3.0,26.4,0.0,2.4,0.458
-0.5,13.4,3.1,1.9,-3.0,10.0,17.7,0.0,1.1,0.472
0.7,16.5,3.7,4.4,-0.9,10.0,26.1,0.0,6.3,0.479
0.0,13.1,3.1,2.0,-2.0,9.0,17.4,0.0,0.9,0.552
0.5,14.7,3.1,3.7,-1.2,12.0,25.7,0.0,3.4,0.459
2.9,18.2,7.9,3.2,2.3,1.0,22.8,0.0,3.9,0.537
3.3,20.3,8.0,4.5,3.5,5.0,21.7,0.0149253731343283,3.1,0.531
1.5,14.3,5.1,2.7,0.8,6.0,16.9,0.0,5.1,0.471
0.9,13.8,4.1,2.1,0.2,7.0,17.1,0.0,1.3,0.499
0.7,10.6,4.1,0.9,-0.5,3.0,8.3,0.0,0.3,0.512
-0.4,12.0,1.8,2.0,-3.1,10.0,18.6,0.0,0.9,0.502
3.9,15.7,7.6,2.5,2.7,7.0,17.3,0.024390243902439,10.6,0.458
4.0,21.9,8.1,4.2,4.2,7.0,26.8,0.0,1.5,0.556
-0.1,13.6,1.6,2.2,-2.2,6.0,23.8,0.0,1.5,0.436
3.9,21.9,8.8,5.0,3.8,3.0,31.6,0.0,3.6,0.496
0.5,13.5,1.5,1.3,-0.8,12.0,18.4,0.0,4.8,0.416
0.1,13.8,2.1,0.9,-1.6,5.0,20.4,0.0,0.4,0.513
-1.1,10.7,0.3,1.3,-5.7,11.0,19.7,0.0,0.8,0.455
-0.4,7.4,0.5,0.6,-4.5,3.0,13.2,0.0,0.5,0.439
1.9,15.9,5.0,1.9,1.4,9.0,15.3,0.0,6.6,0.528
3.7,18.9,5.8,3.3,2.9,8.0,24.1,0.024390243902439,6.8,0.478
4.7,23.7,9.8,6.9,4.3,3.0,35.2,0.0,2.9,0.476
4.4,20.4,8.3,4.0,4.9,3.0,21.6,0.0375,9.3,0.46
1.4,15.5,4.0,2.2,0.9,9.0,18.2,0.0375,5.5,0.472
1.1,13.7,5.9,2.4,0.2,2.0,14.7,0.0,0.9,0.574
-0.4,11.2,0.6,1.3,-3.1,12.0,19.2,0.0,1.2,0.492
0.1,9.5,4.1,1.5,-1.8,5.0,11.3,0.0,0.7,0.418
0.1,10.4,1.1,0.6,-1.6,1.0,13.4,0.0,3.2,0.507
3.9,18.0,8.3,2.9,3.4,10.0,16.9,0.0126582278481012,8.0,0.504
-0.1,12.6,1.9,1.7,-2.3,1.0,19.6,0.0,1.1,0.497
0.0,12.0,1.8,1.7,-2.1,9.0,19.9,0.0,1.3,0.428
0.4,14.3,2.3,1.7,-0.8,10.0,17.1,0.0,0.8,0.525
0.4,12.1,2.0,1.5,-0.3,6.0,13.6,0.0140845070422535,0.8,0.473
1.5,15.8,5.7,2.7,0.8,5.0,18.0,0.0,1.3,0.477
1.6,16.3,6.8,4.1,0.2,5.0,24.2,0.0,1.9,0.493
-0.2,14.6,4.6,2.3,-2.4,1.0,20.0,0.0,0.8,0.515
1.1,16.1,5.6,4.2,-0.3,8.0,26.4,0.0,3.0,0.478
0.9,16.4,6.7,4.5,-0.6,12.0,17.3,0.0,1.5,0.471
-0.3,11.8,2.7,2.3,-2.7,5.0,18.6,0.0,1.0,0.494
-0.2,15.7,2.4,2.4,-2.4,8.0,24.2,0.0,1.0,0.486
0.6,12.9,4.4,1.4,-0.7,5.0,17.5,0.0,2.2,0.553
3.3,15.9,8.6,2.0,2.4,1.0,17.3,0.0,6.2,0.534
0.4,12.4,2.6,1.8,-1.4,11.0,17.9,0.0121951219512195,5.8,0.471
-1.2,10.2,0.6,1.9,-5.1,11.0,19.4,0.0,1.4,0.429
-0.1,11.5,2.3,1.5,-2.2,4.0,16.9,0.0,1.3,0.454
0.7,15.8,4.4,2.5,-0.6,6.0,24.9,0.0,2.0,0.486
2.9,19.9,9.4,7.1,3.5,2.0,24.2,0.0,2.5,0.516
0.3,13.5,1.6,1.6,-1.0,8.0,21.7,0.0,2.5,0.44
1.8,16.1,3.9,1.6,2.0,6.0,19.7,0.0,4.8,0.479
4.2,19.2,10.7,3.4,3.4,1.0,22.6,0.0,4.1,0.554
1.7,17.8,6.4,4.1,2.0,7.0,20.6,0.0,1.0,0.544
0.3,12.3,4.2,0.4,-1.4,4.0,15.1,0.0,3.7,0.522
-0.1,12.0,1.9,1.3,-2.6,7.0,21.2,0.0,1.2,0.447
-0.9,12.1,1.5,3.0,-4.1,2.0,21.9,0.0,1.1,0.47
-0.7,9.8,1.6,1.2,-4.7,7.0,15.0,0.0,0.4,0.468
0.0,15.3,1.9,1.7,-2.1,10.0,20.4,0.0,1.0,0.472
1.1,12.5,3.1,1.1,0.6,5.0,16.2,0.0,2.6,0.485
1.5,18.2,7.6,4.9,0.2,11.0,20.0,0.0,1.6,0.56
-0.6,9.2,0.7,0.5,-4.0,12.0,14.3,0.0,0.9,0.433
1.6,17.2,6.4,2.4,0.8,1.0,18.7,0.0,1.6,0.59
0.5,13.8,2.3,1.8,-0.9,2.0,25.9,0.0,3.3,0.449
1.3,14.0,4.2,1.8,0.7,9.0,18.6,0.0,1.6,0.538
7.5,27.6,16.7,8.9,7.4,10.0,26.7,0.0,3.2,0.63
0.7,15.1,2.0,1.0,-0.2,5.0,25.5,0.0,1.9,0.472
0.1,11.4,2.3,1.3,-1.5,4.0,15.3,0.0,2.6,0.473
1.5,18.4,3.6,2.5,1.9,11.0,22.6,0.0,2.2,0.502
0.0,10.7,3.3,1.5,-2.0,4.0,17.0,0.0,1.7,0.46
-0.2,10.9,1.0,0.8,-2.8,8.0,14.7,0.0,0.7,0.5
0.1,12.1,3.1,2.7,-1.9,7.0,21.2,0.0,0.8,0.463
0.1,14.7,3.5,2.2,-1.6,8.0,20.2,0.0,0.9,0.508
0.6,12.9,2.3,1.3,-0.6,4.0,20.0,0.0,2.1,0.475
1.3,19.5,7.8,2.5,0.2,3.0,21.2,0.0,1.1,0.503
