height,weight,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Trp Dbl,Rk_Season,Overall,Rk_Conference
211.0,250.0,22.0,C,74,74.0,28.6,5.1,10.5,0.487,1.0,2.6,0.388,4.1,7.9,0.521,0.536,2.0,2.7,0.736,1.4,5.8,7.2,1.6,0.8,2.7,1.4,2.6,13.3,18.0,0.567,0.251,0.258,5.4,22.0,13.9,8.0,1.4,8.4,10.3,20.0,1.9,4.4,6.3,0.144,0.0,2.4,2.5,2.4,0.0,11,0.5853658536585366,5.0
188.0,183.0,23.0,PG,82,6.0,24.0,4.2,8.6,0.493,1.1,2.8,0.414,3.1,5.8,0.531,0.56,0.8,1.0,0.802,0.4,1.9,2.4,3.6,0.9,0.0,0.6,1.2,10.4,16.2,0.577,0.323,0.115,1.9,8.8,5.3,21.7,1.8,0.2,6.6,17.1,4.4,1.8,6.2,0.151,1.1,0.3,1.5,1.7,0.0,4,0.6585365853658537,2.0
203.0,218.0,29.0,PF,75,53.0,27.9,5.0,11.3,0.447,1.9,5.2,0.375,3.1,6.1,0.508,0.533,1.9,2.3,0.844,1.0,5.1,6.1,1.5,0.6,0.3,1.2,2.4,13.9,14.2,0.568,0.461,0.205,3.9,19.5,11.7,7.5,1.0,1.1,9.1,20.9,2.1,2.5,4.5,0.104,-0.2,-0.7,-0.9,0.6,0.0,9,0.5975609756097561,4.0
198.0,220.0,30.0,PG,73,2.0,22.0,2.8,6.1,0.46,0.2,0.7,0.212,2.6,5.4,0.494,0.473,1.0,1.5,0.708,0.5,4.0,4.5,3.9,0.5,0.2,1.6,1.5,6.8,11.6,0.504,0.117,0.239,2.5,18.9,10.9,23.6,1.0,0.9,18.9,15.9,0.5,1.5,2.0,0.06,-1.8,0.5,-1.3,0.3,0.0273972602739726,6,0.6463414634146342,4.0
208.0,240.0,27.0,C,77,22.0,21.6,3.8,6.3,0.597,0.5,1.6,0.307,3.3,4.7,0.699,0.637,2.5,3.3,0.772,1.8,3.5,5.3,1.5,0.6,0.6,0.9,2.6,10.6,20.4,0.682,0.261,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,5.6,1.9,7.5,0.215,2.0,0.9,2.9,2.1,0.0,22,0.4024390243902439,12.0
198.0,225.0,20.0,SF,80,25.0,21.2,3.0,6.4,0.464,0.8,2.5,0.325,2.2,3.9,0.553,0.527,0.7,1.0,0.753,0.8,3.2,4.0,1.2,0.7,0.6,0.6,1.4,7.5,13.1,0.548,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5,0.0,17,0.4756097560975609,9.0
198.0,190.0,20.0,SG,74,74.0,26.1,2.5,5.8,0.429,1.4,3.9,0.366,1.1,1.9,0.56,0.552,0.5,0.7,0.725,0.4,1.5,1.9,1.0,0.5,0.2,0.6,3.1,6.9,6.4,0.566,0.673,0.118,1.7,6.0,3.8,4.8,1.0,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-3.9,0.1,-3.8,-0.9,0.0,10,0.5975609756097561,6.0
201.0,197.0,23.0,SF,73,73.0,34.8,6.8,16.6,0.412,1.6,4.8,0.339,5.2,11.8,0.441,0.461,2.8,4.1,0.699,1.1,3.7,4.8,2.5,1.0,0.7,1.9,2.1,18.1,12.4,0.493,0.288,0.245,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,-0.6,1.3,0.6,0.012,-1.2,-1.8,-3.0,-0.6,0.0,21,0.4390243902439024,11.0
211.0,284.0,23.0,C,80,80.0,31.3,7.7,15.1,0.511,1.0,3.4,0.307,6.7,11.7,0.569,0.545,3.6,4.4,0.821,2.9,8.0,10.8,7.3,1.4,0.7,3.1,2.9,20.1,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37.0,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,6.2,2.9,9.1,7.0,0.15,4,0.6585365853658537,2.0
213.0,282.0,30.0,C,81,81.0,28.7,4.4,9.7,0.452,2.3,6.3,0.365,2.1,3.4,0.613,0.571,1.4,1.6,0.842,0.4,4.5,4.9,1.2,0.6,2.2,1.0,2.3,12.5,14.6,0.597,0.651,0.169,1.5,15.0,8.7,5.7,1.0,6.5,8.9,16.7,2.3,4.3,6.7,0.138,0.4,1.8,2.2,2.4,0.0,1,0.7317073170731707,1.0
201.0,190.0,25.0,SG,73,11.0,19.6,2.5,5.8,0.432,0.3,1.2,0.27,2.2,4.6,0.475,0.46,1.1,1.7,0.667,0.5,2.6,3.0,1.9,1.2,0.4,0.8,1.7,6.5,12.4,0.494,0.209,0.289,2.5,14.5,8.4,14.1,3.0,1.8,11.1,16.5,-0.1,1.6,1.4,0.048,-2.8,1.5,-1.3,0.2,0.0,27,0.2682926829268293,13.0
211.0,248.0,23.0,C,77,77.0,33.1,8.8,17.1,0.518,1.8,4.6,0.4,7.0,12.5,0.562,0.572,4.9,5.8,0.836,3.4,9.0,12.4,3.4,0.9,1.6,3.1,3.8,24.4,26.3,0.622,0.27,0.342,10.9,29.3,20.0,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.197,5.4,0.6,6.0,5.1,0.0,21,0.4390243902439024,11.0
196.0,215.0,23.0,SG,67,22.0,25.6,2.8,6.9,0.407,1.4,4.1,0.336,1.4,2.8,0.511,0.506,0.8,1.2,0.688,0.5,3.2,3.7,1.4,1.0,0.6,0.9,2.2,7.8,9.3,0.526,0.591,0.172,2.2,12.6,7.5,7.0,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059,-2.3,1.0,-1.3,0.3,0.0,20,0.4512195121951219,10.0
198.0,223.0,22.0,SG,74,25.0,25.9,5.0,10.7,0.465,1.3,3.7,0.344,3.7,7.0,0.529,0.525,1.8,2.7,0.658,0.9,3.4,4.2,1.4,0.9,0.4,1.3,2.5,13.0,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3.0,0.076,-1.6,-0.4,-2.1,0.0,0.0,9,0.5975609756097561,4.0
188.0,205.0,25.0,SG,82,81.0,28.0,4.4,9.6,0.456,2.1,5.0,0.426,2.3,4.6,0.489,0.568,0.8,1.0,0.885,0.2,2.7,2.9,2.1,0.5,0.0,1.0,1.9,11.8,12.0,0.586,0.522,0.099,0.9,10.4,5.7,10.6,1.0,0.1,8.8,17.4,2.5,1.3,3.8,0.079,-0.3,-0.9,-1.2,0.5,0.0,13,0.5853658536585366,8.0
193.0,187.0,22.0,SG,81,18.0,23.2,4.3,9.1,0.474,2.0,5.0,0.402,2.3,4.1,0.56,0.584,0.7,0.8,0.848,0.4,2.0,2.5,1.2,0.7,0.1,0.7,1.4,11.3,14.2,0.599,0.55,0.09,2.0,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,0.115,0.8,-0.7,0.1,1.0,0.0,4,0.6585365853658537,2.0
201.0,221.0,28.0,SF,75,37.0,20.0,2.1,4.8,0.442,0.8,2.5,0.324,1.3,2.3,0.569,0.526,0.7,0.9,0.7,1.2,2.3,3.5,1.0,0.5,0.6,0.6,2.3,5.7,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,0.096,-2.0,0.2,-1.9,0.0,0.0,4,0.6585365853658537,2.0
193.0,190.0,24.0,PG,67,55.0,25.8,3.9,8.1,0.479,0.7,2.1,0.338,3.2,6.0,0.529,0.523,1.4,1.8,0.772,0.5,3.2,3.7,3.9,1.0,0.7,1.4,2.2,9.9,14.8,0.555,0.262,0.227,2.2,13.3,7.8,21.0,1.9,2.3,14.0,17.7,1.7,1.9,3.6,0.101,-0.4,1.3,0.9,1.3,0.0,13,0.5853658536585366,8.0
206.0,222.0,22.0,C,80,24.0,18.5,2.7,4.3,0.625,0.0,0.1,0.1,2.7,4.2,0.641,0.627,0.8,1.3,0.619,2.4,2.8,5.2,1.5,0.6,0.7,0.6,2.6,6.3,17.3,0.636,0.029,0.303,14.6,15.4,15.0,10.9,1.5,3.0,11.5,12.8,4.2,1.8,6.0,0.194,0.1,0.4,0.5,0.9,0.0,3,0.6951219512195121,1.0
206.0,265.0,27.0,C,76,70.0,23.2,4.8,8.1,0.586,0.2,1.0,0.218,4.6,7.1,0.64,0.6,2.0,3.0,0.675,2.7,4.6,7.4,1.2,0.7,1.4,1.1,2.1,11.8,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8.0,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.8,1.5,3.3,2.4,0.0,8,0.6097560975609756,5.0
190.0,220.0,24.0,SG,80,60.0,27.5,3.0,7.1,0.422,1.6,4.3,0.364,1.4,2.8,0.511,0.533,1.3,1.6,0.806,0.7,2.2,2.9,4.0,1.8,0.4,1.5,2.5,8.9,13.1,0.568,0.61,0.228,2.8,8.6,5.7,19.1,3.1,1.1,16.5,14.6,2.2,3.1,5.3,0.116,-1.2,2.0,0.8,1.5,0.0,9,0.5975609756097561,4.0
190.0,215.0,21.0,PG,75,74.0,32.6,6.8,15.6,0.437,2.0,5.5,0.367,4.8,10.1,0.476,0.502,2.5,3.0,0.848,0.9,3.4,4.2,4.8,0.9,0.4,2.1,2.0,18.2,16.0,0.538,0.353,0.19,2.9,11.2,7.0,22.4,1.3,1.0,11.1,24.9,2.8,2.3,5.1,0.1,1.4,-0.8,0.6,1.6,0.0,4,0.6585365853658537,2.0
213.0,265.0,29.0,C,72,53.0,23.3,5.4,9.4,0.571,0.0,0.2,0.125,5.4,9.2,0.581,0.572,1.5,3.4,0.449,3.6,7.8,11.3,0.8,0.6,1.9,1.3,2.7,12.3,23.5,0.564,0.024,0.357,16.3,35.6,25.9,5.6,1.3,7.3,11.0,22.6,2.3,4.0,6.3,0.18,1.1,1.2,2.3,1.8,0.0,18,0.4756097560975609,10.0
193.0,202.0,22.0,SG,74,56.0,19.6,1.7,4.2,0.398,0.3,1.3,0.258,1.4,3.0,0.457,0.436,0.6,0.8,0.75,0.6,1.9,2.5,1.2,0.5,0.5,0.6,2.4,4.3,6.9,0.469,0.296,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1.0,-3.3,-0.5,0.0,16,0.5,8.0
196.0,245.0,33.0,PF,82,82.0,34.2,2.5,6.4,0.396,1.8,4.7,0.377,0.7,1.7,0.449,0.535,0.5,0.7,0.695,1.5,4.4,5.8,1.2,1.6,0.5,0.8,3.1,7.3,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,2.0,3.0,5.0,0.086,-1.6,1.0,-0.6,1.0,0.0,5,0.6463414634146342,3.0
198.0,205.0,25.0,SG,68,0.0,14.9,2.0,5.0,0.402,1.0,2.8,0.372,1.0,2.2,0.44,0.506,0.8,0.9,0.891,0.3,1.6,1.9,1.2,0.3,0.1,0.8,0.7,5.9,10.9,0.545,0.556,0.189,1.9,11.7,6.8,11.1,1.0,0.6,12.2,17.6,0.6,0.5,1.1,0.052,-0.7,-1.2,-1.9,0.0,0.0,28,0.2317073170731707,14.0
196.0,220.0,32.0,SG,79,1.0,23.0,3.6,8.7,0.413,1.9,5.0,0.372,1.7,3.7,0.468,0.52,1.4,1.6,0.903,0.2,2.3,2.5,1.7,0.4,0.1,0.9,1.5,10.5,11.9,0.557,0.572,0.18,1.0,10.8,5.9,10.1,0.9,0.4,8.8,19.8,1.4,1.1,2.5,0.065,-0.5,-1.2,-1.7,0.1,0.0,13,0.5853658536585366,8.0
201.0,237.0,30.0,PF,79,3.0,17.7,2.1,5.3,0.4,1.3,3.2,0.401,0.8,2.1,0.399,0.52,0.3,0.4,0.667,0.5,2.9,3.5,0.8,0.3,0.2,0.6,2.0,5.8,8.6,0.528,0.6,0.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,0.4,1.2,1.6,0.053,-1.9,-0.7,-2.5,-0.2,0.0,7,0.6219512195121951,3.0
198.0,215.0,28.0,SG,78,78.0,34.0,8.4,18.0,0.467,3.1,7.7,0.402,5.3,10.3,0.516,0.553,1.7,2.0,0.816,0.5,3.4,3.8,2.4,1.1,0.6,1.5,2.0,21.5,16.6,0.571,0.427,0.113,1.6,10.1,6.0,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,0.0,3,0.6951219512195121,1.0
203.0,245.0,26.0,C,66,2.0,13.8,2.2,4.0,0.549,0.4,1.0,0.388,1.8,3.0,0.603,0.598,0.8,1.2,0.737,1.3,2.1,3.4,1.0,0.3,0.6,0.5,2.4,5.7,17.0,0.624,0.252,0.286,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,2.3,1.3,3.5,0.188,-0.8,0.9,0.0,0.5,0.0,9,0.5975609756097561,4.0
203.0,210.0,24.0,PF,80,77.0,32.7,5.1,10.3,0.497,1.4,3.7,0.392,3.7,6.6,0.555,0.567,2.0,2.8,0.71,1.2,4.0,5.2,1.0,0.8,1.3,0.8,2.7,13.6,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4.0,3.3,7.3,0.134,-0.4,0.6,0.2,1.5,0.0,10,0.5975609756097561,6.0
188.0,195.0,28.0,PG,80,80.0,35.5,8.5,19.2,0.444,3.0,8.0,0.369,5.6,11.1,0.499,0.522,5.9,6.4,0.912,0.9,3.8,4.6,6.9,1.1,0.4,2.7,1.9,25.8,23.7,0.588,0.419,0.335,2.6,11.1,7.0,30.6,1.5,1.0,10.8,29.3,9.7,2.4,12.1,0.205,6.6,-0.3,6.4,6.0,0.0,6,0.6463414634146342,4.0
201.0,203.0,23.0,SF,69,19.0,28.0,5.4,12.2,0.445,1.6,4.9,0.32,3.9,7.3,0.53,0.51,2.7,3.5,0.775,1.0,3.7,4.7,1.2,1.2,0.9,1.5,2.6,15.2,15.2,0.551,0.401,0.29,4.0,14.6,9.2,6.8,2.1,2.5,9.8,23.2,0.9,1.3,2.2,0.054,-0.3,-0.9,-1.2,0.4,0.0,29,0.2317073170731707,15.0
203.0,220.0,28.0,SF,77,77.0,36.9,9.2,21.0,0.438,3.8,9.8,0.386,5.4,11.1,0.484,0.529,5.9,7.0,0.839,1.4,6.8,8.2,4.1,2.2,0.4,2.7,2.8,28.0,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1.0,10.0,29.5,7.0,4.9,11.9,0.201,5.6,1.6,7.2,6.6,0.012987012987012988,10,0.5975609756097561,6.0
190.0,200.0,30.0,PG,74,4.0,19.4,3.2,7.3,0.44,0.7,2.5,0.294,2.5,4.8,0.517,0.491,2.4,2.8,0.838,0.3,2.1,2.4,3.1,0.6,0.2,1.7,1.9,9.6,13.5,0.558,0.346,0.388,1.6,11.7,6.6,23.4,1.5,0.8,16.4,21.8,1.2,0.9,2.1,0.07,-1.4,-0.9,-2.2,-0.1,0.0,2,0.7073170731707317,2.0
198.0,206.0,27.0,SG,81,0.0,26.5,5.4,12.7,0.428,2.7,7.0,0.383,2.8,5.7,0.484,0.534,1.6,1.8,0.875,0.3,3.1,3.5,1.7,0.9,0.4,1.1,1.5,15.1,15.4,0.561,0.551,0.14,1.3,12.8,7.0,9.9,1.6,1.1,7.6,23.9,1.7,2.6,4.3,0.095,1.1,-0.3,0.8,1.5,0.0,15,0.5121951219512195,7.0
198.0,215.0,31.0,SG,80,80.0,27.7,3.7,7.9,0.465,2.5,5.4,0.455,1.2,2.4,0.487,0.622,0.5,0.6,0.841,0.8,3.2,4.0,1.6,0.9,0.7,0.9,2.1,10.3,13.0,0.632,0.69,0.07,3.0,12.2,7.7,7.7,1.6,2.0,10.4,14.1,3.0,2.9,5.9,0.128,1.1,0.8,2.0,2.2,0.0,2,0.7073170731707317,2.0
190.0,185.0,21.0,PG,81,81.0,31.4,6.2,13.6,0.458,1.1,2.9,0.371,5.2,10.7,0.482,0.497,3.7,5.1,0.727,0.5,3.2,3.8,7.3,1.6,0.6,2.8,2.5,17.3,18.1,0.544,0.211,0.378,1.7,10.8,6.2,33.2,2.4,1.5,15.0,24.5,3.2,2.5,5.6,0.106,1.3,0.2,1.5,2.3,0.012345679012345678,19,0.4756097560975609,9.0
193.0,220.0,37.0,SG,72,2.0,26.2,5.8,13.3,0.433,1.2,3.6,0.33,4.6,9.7,0.472,0.478,2.3,3.2,0.708,1.0,3.0,4.0,4.2,0.8,0.5,2.3,1.6,15.0,15.8,0.51,0.272,0.243,3.9,12.2,8.0,26.5,1.5,1.8,13.5,27.9,0.1,2.3,2.4,0.061,0.8,-0.2,0.6,1.2,0.013888888888888888,18,0.4756097560975609,10.0
198.0,230.0,28.0,PF,66,66.0,31.3,2.8,6.4,0.445,0.7,2.5,0.285,2.1,3.9,0.549,0.501,1.0,1.4,0.692,0.9,6.4,7.3,6.9,1.4,1.1,2.6,3.0,7.4,12.9,0.526,0.391,0.216,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,1.1,3.2,4.3,0.1,-1.3,2.7,1.4,1.8,0.0,3,0.6951219512195121,1.0
198.0,209.0,22.0,SF,82,56.0,29.5,3.0,6.9,0.43,1.3,3.8,0.335,1.7,3.0,0.548,0.523,1.2,1.4,0.805,0.7,2.5,3.2,2.1,1.6,0.5,0.9,2.5,8.3,10.8,0.556,0.556,0.21,2.5,9.7,6.0,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-2.0,0.4,-1.6,0.3,0.0,29,0.2317073170731707,15.0
185.0,190.0,24.0,PG,79,14.0,22.7,3.3,8.4,0.387,1.5,4.3,0.353,1.8,4.2,0.422,0.477,0.9,1.2,0.785,0.4,3.5,3.9,2.9,0.9,0.3,0.9,1.3,9.0,12.9,0.501,0.506,0.14,1.9,16.4,9.1,17.7,1.8,1.0,8.8,18.6,0.9,2.3,3.2,0.086,-0.7,0.5,-0.2,0.8,0.0,9,0.5975609756097561,4.0
203.0,250.0,32.0,PF,69,51.0,26.7,5.4,10.8,0.504,1.1,2.7,0.402,4.4,8.1,0.537,0.554,1.7,2.1,0.816,0.9,5.9,6.8,2.6,0.8,0.5,1.7,2.3,13.7,17.5,0.583,0.247,0.197,3.8,23.9,13.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.8,0.6,1.4,1.6,0.0,13,0.5853658536585366,8.0
196.0,195.0,32.0,SG,75,55.0,27.2,2.8,6.6,0.422,1.2,3.5,0.341,1.6,3.1,0.515,0.513,1.1,1.4,0.748,0.4,2.5,2.9,1.4,1.0,0.4,0.9,2.7,7.8,8.5,0.543,0.535,0.217,1.5,10.2,5.8,7.4,1.8,1.4,11.5,13.2,0.3,2.0,2.2,0.052,-3.3,0.5,-2.8,-0.4,0.0,12,0.5853658536585366,7.0
203.0,235.0,32.0,PF,77,44.0,27.2,4.2,8.9,0.475,1.4,4.2,0.347,2.8,4.8,0.586,0.555,2.4,2.7,0.888,0.7,3.3,4.0,1.8,0.6,0.5,1.3,2.1,12.3,13.6,0.608,0.466,0.3,2.9,13.3,8.0,9.2,1.0,1.6,11.5,17.8,2.8,0.8,3.6,0.083,0.0,-1.4,-1.4,0.3,0.0,25,0.3902439024390244,11.0
208.0,240.0,24.0,C,67,67.0,33.6,7.1,10.9,0.648,0.0,0.0,,7.1,10.9,0.648,0.648,2.5,3.9,0.636,4.4,8.2,12.7,1.4,0.7,1.5,1.4,2.5,16.6,23.8,0.658,0.0,0.357,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,7.8,3.0,10.8,0.23,3.3,-0.3,3.0,2.8,0.0,5,0.6463414634146342,3.0
208.0,279.0,25.0,C,79,79.0,33.5,7.1,13.3,0.533,0.1,0.5,0.132,7.0,12.8,0.548,0.536,3.1,5.2,0.59,5.4,10.2,15.6,1.4,1.7,1.7,2.2,3.4,17.3,23.4,0.555,0.036,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10.0,0.181,1.3,0.8,2.1,2.7,0.0,16,0.5,8.0
208.0,234.0,30.0,PF,77,70.0,23.2,3.7,7.7,0.479,1.3,3.3,0.401,2.4,4.4,0.539,0.566,0.9,1.2,0.761,1.6,4.1,5.8,1.9,0.7,0.7,1.1,2.6,9.6,15.4,0.585,0.433,0.155,7.0,18.8,12.8,11.1,1.4,2.7,11.5,16.5,2.7,1.9,4.5,0.122,0.4,0.5,0.9,1.3,0.0,19,0.4756097560975609,9.0
213.0,240.0,20.0,C,66,19.0,20.6,3.1,4.4,0.694,0.0,0.0,,3.1,4.4,0.694,0.694,1.2,2.0,0.6,2.7,3.7,6.4,0.6,0.8,2.4,0.5,3.3,7.3,22.0,0.692,0.0,0.464,13.3,19.4,16.3,4.2,1.8,10.0,9.1,12.1,4.0,2.2,6.1,0.217,0.1,2.4,2.5,1.6,0.0,30,0.2073170731707317,15.0
196.0,204.0,25.0,SG,82,23.0,24.8,4.0,9.2,0.43,1.8,5.3,0.347,2.1,3.9,0.542,0.53,1.7,1.9,0.867,0.6,2.3,2.9,1.3,0.9,0.2,0.8,1.7,11.4,12.9,0.568,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4.0,0.095,-0.3,-0.1,-0.5,0.8,0.0,20,0.4512195121951219,10.0
196.0,210.0,24.0,SG,73,40.0,27.5,4.0,9.6,0.415,1.7,4.7,0.368,2.2,4.9,0.461,0.506,1.0,1.3,0.745,0.5,3.1,3.6,1.8,0.8,0.1,1.0,1.8,10.7,10.8,0.526,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,0.037,-1.7,-0.9,-2.6,-0.3,0.0,30,0.2073170731707317,15.0
183.0,184.0,28.0,PG,82,82.0,34.9,8.9,20.5,0.434,3.2,8.9,0.356,5.7,11.6,0.494,0.511,4.6,5.5,0.844,0.6,3.8,4.4,5.9,1.2,0.4,2.6,1.6,25.6,21.7,0.558,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1.0,10.1,31.5,5.5,1.9,7.4,0.123,5.2,-1.0,4.2,4.4,0.0,17,0.4756097560975609,9.0
198.0,180.0,20.0,PG,82,73.0,26.5,4.2,8.7,0.476,0.6,1.7,0.367,3.5,7.0,0.503,0.512,1.9,2.4,0.8,0.7,2.1,2.8,3.3,1.2,0.5,1.7,2.1,10.8,13.4,0.554,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15.0,18.3,1.5,1.9,3.3,0.074,-0.9,0.4,-0.5,0.8,0.0,12,0.5853658536585366,7.0
185.0,214.0,29.0,PG,78,78.0,29.1,6.0,12.4,0.484,1.6,4.8,0.329,4.4,7.6,0.582,0.548,2.3,3.0,0.75,1.1,3.6,4.6,5.5,1.5,0.4,2.1,2.0,15.9,19.3,0.577,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.173,1.9,1.2,3.1,2.9,0.01282051282051282,1,0.7317073170731707,1.0
216.0,258.0,26.0,C,81,80.0,31.8,5.9,8.8,0.669,0.0,0.0,,5.9,8.8,0.669,0.669,4.1,6.4,0.636,3.8,9.0,12.9,2.0,0.8,2.3,1.6,2.9,15.9,24.6,0.682,0.0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,3.0,2.5,5.4,4.8,0.0,8,0.6097560975609756,5.0
206.0,232.0,33.0,PF,70,57.0,24.1,4.3,7.7,0.566,0.2,0.5,0.324,4.2,7.2,0.583,0.576,1.9,2.5,0.757,2.5,4.1,6.5,1.2,0.8,0.6,1.0,2.7,10.8,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,3.7,1.4,5.1,0.144,0.3,-0.4,-0.1,0.8,0.0,21,0.4390243902439024,11.0
201.0,230.0,19.0,SG,72,72.0,32.2,7.0,16.5,0.427,2.3,7.1,0.327,4.7,9.3,0.503,0.497,4.8,6.7,0.713,1.2,6.6,7.8,6.0,1.1,0.3,3.4,1.9,21.2,19.6,0.545,0.433,0.409,4.0,21.9,13.0,31.6,1.6,0.9,15.0,30.5,2.1,2.8,4.9,0.101,3.6,0.3,3.9,3.4,0.1111111111111111,22,0.4024390243902439,12.0
183.0,196.0,22.0,PG,68,23.0,22.9,2.7,6.6,0.415,0.6,1.9,0.317,2.1,4.7,0.453,0.46,0.9,1.0,0.841,0.3,1.6,2.0,4.8,1.2,0.1,0.7,1.1,6.9,13.7,0.491,0.283,0.155,1.6,7.7,4.6,28.3,2.5,0.3,9.0,14.1,2.1,0.9,3.0,0.091,-0.9,0.3,-0.6,0.6,0.0,21,0.4390243902439024,11.0
203.0,235.0,23.0,PF,78,78.0,33.8,6.0,13.4,0.449,1.6,4.4,0.349,4.5,9.0,0.499,0.507,2.4,3.2,0.731,1.7,5.7,7.4,3.7,0.7,0.7,2.1,2.2,16.0,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,0.0,15,0.5121951219512195,7.0
196.0,215.0,25.0,PG,68,4.0,28.1,5.4,12.2,0.442,1.8,5.4,0.335,3.6,6.7,0.528,0.517,4.2,5.2,0.806,0.4,2.1,2.4,4.6,0.6,0.3,2.2,2.8,16.8,16.3,0.58,0.447,0.43,1.4,7.6,4.6,25.6,1.0,0.7,13.4,24.9,3.5,1.4,4.8,0.121,1.4,-0.8,0.6,1.3,0.0,14,0.5121951219512195,6.0
190.0,215.0,30.0,SG,68,53.0,31.7,5.6,13.8,0.409,3.2,8.8,0.36,2.5,5.0,0.497,0.525,1.8,2.2,0.783,0.3,1.9,2.2,1.9,0.6,0.4,1.3,2.1,16.2,12.2,0.549,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22.0,1.7,1.0,2.6,0.059,0.5,-1.8,-1.3,0.4,0.0,5,0.6463414634146342,3.0
211.0,270.0,34.0,C,68,3.0,12.9,1.3,2.8,0.44,0.0,0.1,0.0,1.3,2.8,0.45,0.44,1.4,1.8,0.782,1.5,2.4,3.9,1.3,0.5,0.3,0.8,2.2,3.9,13.7,0.539,0.021,0.642,11.9,21.5,16.5,14.7,1.7,1.6,18.7,15.0,1.1,1.3,2.3,0.128,-2.8,1.6,-1.2,0.2,0.0,16,0.5,8.0
213.0,250.0,25.0,C,77,31.0,20.1,4.2,8.4,0.494,1.0,2.6,0.363,3.2,5.8,0.554,0.551,1.8,2.8,0.648,2.1,3.5,5.5,1.1,0.4,0.9,1.3,2.6,11.1,17.2,0.575,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1.0,3.2,0.1,0.0,-1.3,-1.2,0.3,0.0,26,0.3536585365853658,12.0
208.0,252.0,29.0,C,76,2.0,13.6,2.5,5.0,0.501,0.3,0.7,0.339,2.2,4.2,0.53,0.527,1.2,1.4,0.83,1.1,3.0,4.1,0.9,0.6,0.5,0.8,1.8,6.4,18.1,0.572,0.149,0.281,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,1.5,1.3,2.8,0.132,-0.3,0.9,0.6,0.7,0.0,21,0.4390243902439024,11.0
