MP,PTS,PER,VORP,WS,TOV,STL%,BPM,Rk_Year,AST%
35.0,16.9,12.7,-0.6,1.8,2.2,1.6,-3.1,17,11.3
35.8,17.5,17.5,2.6,8.1,1.7,1.1,1.6,18,10.9
31.0,13.1,15.2,1.2,3.7,1.2,3.1,0.0,23,15.3
17.6,6.2,15.2,1.0,3.6,0.9,2.4,1.5,6,24.4
22.6,8.4,13.9,0.0,1.9,0.9,1.3,-1.9,25,7.6
16.2,6.3,15.7,0.5,2.9,1.1,2.8,-0.5,27,9.5
31.7,13.3,12.6,-0.4,1.3,1.4,1.7,-2.7,29,9.1
21.0,5.7,11.0,-0.2,3.0,0.9,0.6,-2.6,8,7.8
24.3,8.7,15.9,0.7,4.2,1.1,1.1,-0.2,21,2.7
35.9,17.1,13.4,-1.0,-0.3,2.7,1.2,-3.8,29,8.6
24.5,10.9,15.6,1.5,4.4,1.5,1.3,1.3,21,14.3
17.6,8.8,17.3,0.9,3.1,1.5,3.2,1.1,2,14.9
18.0,7.7,9.7,-0.4,-0.2,1.5,1.9,-3.9,28,13.1
13.7,2.2,7.8,-0.8,0.6,0.8,1.4,-5.4,28,7.7
31.7,16.7,18.9,2.2,6.5,2.3,0.7,1.6,10,13.5
15.9,2.4,10.0,0.0,1.5,0.6,1.3,-2.1,23,5.0
21.5,10.0,13.6,0.1,3.5,1.1,1.6,-1.9,23,6.2
31.6,15.9,16.2,1.8,9.0,1.4,1.0,0.9,1,11.1
34.4,16.9,16.9,1.1,3.3,2.6,2.1,-0.1,29,17.9
27.7,5.7,12.3,-0.2,4.8,0.7,1.0,-2.3,23,4.5
32.9,12.3,13.8,1.1,4.9,2.4,1.8,-0.5,21,14.3
15.6,6.7,14.0,-0.2,1.2,1.1,0.8,-3.1,4,9.3
36.6,20.5,17.8,2.1,5.0,3.2,2.0,0.7,19,18.2
32.7,13.7,16.4,1.5,5.2,2.0,2.3,1.4,5,11.6
29.7,11.6,15.4,1.6,6.2,1.1,1.4,0.9,8,14.2
38.4,24.5,23.4,5.6,10.7,2.9,2.0,5.7,14,21.1
35.4,14.1,15.1,2.7,8.8,1.2,2.4,1.7,4,8.9
31.7,12.6,17.1,1.6,3.7,2.7,2.2,1.0,24,38.9
25.6,8.4,17.9,1.7,7.6,1.3,2.3,1.2,15,5.0
29.8,12.8,16.5,1.6,4.9,1.5,2.6,1.1,18,15.9
37.0,20.1,20.6,2.5,7.5,2.8,1.2,1.3,28,11.8
26.8,6.7,12.6,1.3,3.9,1.3,3.1,0.6,19,13.4
24.7,8.4,17.0,1.4,5.1,1.0,1.9,0.8,18,4.7
19.6,6.2,8.6,-0.8,2.0,0.9,1.0,-4.0,15,8.3
30.4,12.5,15.5,1.7,6.1,1.9,1.7,0.9,2,28.4
21.9,4.8,11.7,0.1,1.4,1.2,2.6,-1.7,26,7.2
24.2,4.8,14.4,1.9,5.6,0.8,1.8,1.8,17,4.8
13.7,4.8,11.4,0.1,1.5,1.2,2.3,-1.8,5,24.7
32.6,10.7,12.4,1.6,5.1,1.3,1.0,0.7,9,12.6
23.5,6.3,11.0,-0.4,1.4,2.2,2.7,-2.7,7,31.7
11.4,2.8,9.1,-0.1,0.3,0.6,2.7,-2.9,17,16.8
19.1,5.6,9.4,-0.1,1.5,0.5,1.2,-2.2,26,8.7
20.3,7.2,11.8,0.1,2.5,1.0,1.6,-1.7,19,10.3
23.6,5.3,8.6,-0.2,2.1,1.5,1.2,-2.4,9,26.4
12.6,5.7,11.9,-0.2,1.3,0.9,1.5,-3.0,14,20.1
35.5,14.9,12.3,-0.6,1.9,2.7,1.2,-2.8,24,14.5
19.5,4.0,6.7,-0.6,0.8,0.7,1.7,-3.7,19,9.0
36.9,18.1,17.3,3.6,10.1,1.6,1.5,2.7,3,10.2
23.8,10.3,16.7,0.6,1.6,1.7,2.0,0.4,21,10.2
33.7,11.3,15.1,1.8,3.3,2.0,3.0,0.9,27,31.8
39.0,14.3,18.4,4.2,8.5,3.4,2.6,4.3,5,40.1
29.2,11.3,14.4,1.0,5.5,1.3,1.7,-0.3,8,12.6
31.2,9.8,10.4,-2.6,-0.8,2.2,0.7,-6.0,29,2.6
31.6,16.2,19.5,4.3,8.0,3.0,3.2,4.5,17,31.4
37.2,17.5,15.4,1.8,6.4,2.4,1.5,0.5,7,18.6
10.3,3.4,9.5,-0.2,0.1,1.1,2.1,-4.0,26,25.8
29.1,10.8,11.8,0.9,2.8,1.3,2.2,-0.3,14,8.6
12.0,5.2,12.2,-0.1,0.2,0.9,1.8,-2.8,12,24.2
23.6,11.9,16.3,1.6,4.8,1.2,1.4,1.6,14,9.4
21.6,7.5,14.5,1.3,5.2,1.3,1.2,1.1,2,18.2
11.4,4.9,17.2,0.5,2.2,0.4,1.2,0.8,7,5.9
28.3,15.0,14.7,0.7,1.7,2.4,2.5,-0.9,27,15.8
28.8,9.6,15.3,1.4,6.9,1.3,1.5,0.3,7,10.3
22.3,6.6,11.4,-0.2,2.9,1.3,1.7,-2.3,22,5.1
21.3,6.3,15.5,1.1,3.4,1.5,2.0,2.0,5,9.5
18.0,5.8,10.9,-0.1,1.3,0.9,1.6,-2.1,21,19.7
25.7,8.8,11.6,-0.6,-0.2,1.7,1.4,-3.4,29,25.3
36.4,16.6,16.8,1.8,3.2,3.4,1.7,0.6,29,20.2
28.7,10.0,17.4,1.5,7.1,1.2,1.3,0.8,3,4.8
21.1,5.5,12.2,1.1,2.9,0.4,1.9,2.1,10,9.1
26.9,11.2,14.1,0.4,3.0,0.7,1.4,-0.9,17,12.0
20.5,5.1,14.5,0.3,3.0,0.9,1.6,-0.8,11,2.9
17.4,4.9,9.7,-0.2,0.8,0.9,1.4,-2.9,22,10.3
10.1,2.9,9.6,0.1,0.5,0.3,1.7,-1.3,8,7.0
12.5,2.1,9.1,-0.1,1.3,0.3,1.2,-2.4,10,3.9
22.6,9.3,20.6,1.7,3.3,1.6,2.5,4.1,19,19.1
36.0,16.5,16.7,0.6,2.2,2.4,1.2,-0.8,26,38.6
12.2,4.2,15.3,0.3,1.6,0.5,1.6,0.1,14,6.9
26.5,9.5,14.8,0.7,2.7,1.7,1.9,0.2,21,30.6
38.1,20.1,24.6,3.0,7.9,3.0,1.1,4.7,5,8.7
32.2,11.4,15.8,1.2,5.1,1.4,1.6,0.8,5,7.7
30.3,16.0,20.8,1.1,4.0,1.5,1.1,1.2,23,11.0
29.7,9.9,12.2,0.4,2.3,1.6,1.6,-1.1,8,13.7
35.7,18.4,18.7,2.3,6.4,1.5,1.2,3.2,4,11.4
11.0,3.4,9.1,-0.3,0.6,0.6,0.7,-4.8,2,2.3
15.9,6.2,13.7,0.0,2.2,0.5,1.3,-2.3,6,4.8
30.0,13.8,22.2,3.3,6.4,3.2,3.9,6.7,6,40.8
37.5,21.8,19.6,1.3,3.7,3.2,1.4,1.2,25,8.3
37.9,19.9,18.9,1.9,5.2,3.1,2.0,2.1,9,17.5
34.4,17.1,18.9,1.9,5.2,2.4,1.7,2.4,11,18.8
29.7,10.3,13.0,0.7,3.0,1.2,1.5,0.0,21,12.7
14.0,2.9,12.3,0.1,1.1,0.7,1.3,-1.3,21,4.7
21.5,9.0,13.6,0.2,1.8,1.3,1.6,-1.2,9,15.5
37.8,17.0,13.5,-0.1,1.3,2.2,2.3,-2.3,22,12.2
18.1,5.0,10.6,0.1,1.1,1.3,2.2,-1.7,7,22.6
25.7,9.7,12.0,0.1,1.2,2.3,2.0,-1.8,6,12.8
35.2,14.3,18.0,1.8,5.2,2.6,1.2,2.2,15,19.2
33.4,9.7,14.0,0.9,3.9,2.2,1.7,0.1,1,37.4
16.0,5.3,17.0,0.6,2.5,0.9,3.1,0.9,11,8.2
26.8,9.0,12.1,-0.4,1.5,1.5,1.5,-3.4,27,8.0
19.2,4.8,11.4,0.4,1.6,1.1,3.6,-0.4,12,17.9
19.9,8.9,18.5,0.6,3.1,1.1,1.2,0.7,15,5.3
18.2,4.3,13.0,1.0,2.6,0.6,3.5,2.7,3,10.6
33.4,12.0,14.6,1.3,4.9,1.8,1.1,1.2,13,13.5
29.9,12.2,17.8,1.9,5.3,1.7,2.0,3.4,2,24.7
37.9,20.8,22.4,3.3,5.4,2.9,2.3,5.3,17,21.3
40.9,20.0,19.5,1.7,3.6,3.5,1.7,1.9,15,17.8
25.1,9.0,13.7,0.3,2.5,1.2,1.9,-1.0,9,7.9
20.8,7.4,11.7,-0.1,1.3,2.2,1.6,-2.4,2,32.0
17.0,3.1,6.6,-0.2,0.8,0.4,1.4,-2.8,12,4.8
36.3,17.0,20.0,1.5,5.4,2.0,2.0,1.8,14,13.6
35.8,8.6,12.9,0.8,3.8,2.3,3.2,-0.1,12,29.5
25.9,14.9,20.2,0.9,3.4,1.5,0.8,0.6,4,8.7
41.0,20.2,19.2,2.1,5.4,2.1,1.7,2.0,23,19.9
33.2,8.9,13.3,1.1,4.1,0.9,1.5,0.7,6,9.3
37.4,23.8,25.6,4.0,9.6,3.3,1.9,6.7,2,23.0
40.2,21.7,23.1,3.6,7.2,3.1,2.9,5.1,18,41.3
23.7,9.1,15.4,0.6,2.6,1.4,1.6,0.1,14,16.2
38.7,21.2,21.7,1.3,4.2,2.8,2.0,0.7,26,8.7
33.8,7.0,10.2,1.3,3.5,1.1,1.3,1.0,5,15.4
35.4,12.4,14.1,1.6,5.6,1.5,2.4,1.5,2,7.3
22.9,4.8,14.3,0.3,2.3,1.3,2.3,-1.0,29,7.2
19.9,5.1,12.5,0.4,2.7,0.8,1.6,-0.5,10,6.0
29.8,12.6,18.1,0.7,4.3,1.6,1.4,-0.1,16,8.8
14.6,4.0,12.2,0.2,1.7,0.8,1.4,-0.8,2,7.2
37.0,21.1,23.9,3.8,7.3,3.7,2.4,6.2,10,33.6
16.4,5.0,12.1,0.5,1.7,0.5,1.1,0.7,4,5.2
21.0,5.0,10.4,-0.1,1.2,1.1,2.6,-2.2,19,20.7
18.7,6.9,10.1,-0.2,1.3,1.1,0.7,-2.9,7,6.2
36.3,16.3,13.1,0.6,2.9,2.6,1.1,-0.7,13,15.0
34.1,12.9,13.5,0.8,1.8,1.4,2.6,0.0,25,13.3
21.4,8.4,13.5,0.5,1.7,1.1,2.0,0.1,15,10.8
28.2,11.1,21.9,2.8,6.4,2.2,3.2,6.1,2,48.3
25.3,11.1,14.4,0.2,1.8,1.5,2.2,-1.2,4,13.6
16.9,8.6,15.9,-0.1,1.0,1.5,0.8,-2.2,19,11.4
36.7,13.3,16.7,2.7,4.7,2.4,3.2,4.0,7,31.7
26.0,7.0,10.0,-0.2,0.5,1.0,1.2,-2.7,26,11.4
15.2,3.6,9.4,-0.1,0.3,0.6,1.7,-2.4,29,7.4
12.9,6.0,19.7,0.4,2.6,1.2,3.6,0.6,1,8.4
9.4,1.5,8.8,-0.3,0.7,0.3,0.5,-4.9,19,2.0
20.5,7.2,17.6,0.8,3.5,0.8,1.7,1.4,13,2.4
31.8,11.5,17.0,1.0,5.9,2.0,0.7,0.7,3,7.4
22.6,5.9,12.1,0.4,1.7,1.5,2.8,-0.6,9,25.8
13.1,4.7,16.1,0.6,1.8,0.9,2.6,1.6,1,29.5
33.7,13.8,13.9,1.2,3.0,1.7,2.2,0.8,21,25.2
12.7,3.5,14.5,0.3,1.6,0.6,2.3,0.1,3,5.7
28.3,14.5,15.2,0.4,1.9,2.9,1.6,-0.8,10,18.5
10.2,1.2,6.5,-0.2,0.7,0.3,0.5,-3.7,7,4.4
28.9,12.8,16.7,1.4,5.0,1.6,1.8,2.0,3,7.8
38.7,21.3,20.8,2.2,5.3,3.3,1.6,2.7,25,44.0
23.3,5.5,9.5,-0.7,0.2,1.0,1.3,-4.5,29,5.7
21.2,7.0,11.0,0.2,1.7,0.8,1.2,-1.4,20,9.7
19.8,6.1,9.6,0.0,0.9,0.8,1.1,-1.9,16,10.5
29.8,11.2,14.4,1.3,2.6,0.9,1.5,1.9,20,11.9
24.6,9.3,11.8,-0.3,1.4,1.4,2.1,-3.0,15,6.5
30.9,7.7,11.8,-0.6,2.0,1.0,0.7,-3.6,18,4.7
20.6,10.1,18.7,1.3,2.6,1.1,2.3,4.0,11,10.3
16.7,4.4,9.9,0.3,1.6,0.5,1.7,-0.5,1,10.6
32.9,10.3,14.0,1.2,3.5,1.6,2.6,0.9,18,12.0
21.2,8.1,17.0,0.7,4.0,1.2,1.5,0.7,5,6.1
27.3,10.5,16.9,1.7,5.0,1.5,2.0,2.9,5,19.6
14.9,4.1,5.1,-1.0,-1.2,1.1,1.8,-8.2,27,20.2
22.4,6.7,15.5,0.6,3.3,0.9,1.4,0.2,22,7.7
29.0,9.1,13.4,-0.2,2.9,1.4,1.4,-2.5,27,8.4
30.3,9.1,9.9,-0.2,0.5,1.9,2.1,-2.5,20,14.2
18.5,4.9,12.5,0.0,1.4,0.4,1.6,-2.2,23,4.5
25.9,9.3,11.8,-0.4,0.5,1.7,2.2,-3.3,29,9.5
15.5,3.2,7.4,-0.1,0.6,0.7,2.9,-2.9,1,9.4
27.9,10.0,13.6,0.0,2.2,2.0,1.3,-2.0,22,9.4
35.3,15.0,18.4,1.8,5.8,2.1,1.2,2.0,18,18.0
30.2,11.2,12.6,0.7,3.5,1.4,0.9,-0.2,1,13.3
27.5,8.0,16.6,1.0,4.5,0.9,0.8,0.9,4,2.7
41.2,16.9,22.5,3.9,8.1,3.0,3.0,5.5,14,44.0
22.9,4.9,8.7,-0.1,1.7,0.7,2.0,-2.3,11,10.5
27.6,9.8,15.6,1.2,4.9,1.5,2.3,1.5,7,7.3
23.1,7.1,18.2,1.1,4.8,0.8,3.0,1.7,10,3.4
17.1,5.0,15.9,0.9,2.4,1.1,3.6,2.8,15,21.6
27.6,9.1,10.9,-0.1,1.6,1.1,0.8,-2.4,23,10.8
35.2,18.3,19.6,2.1,5.0,2.2,1.7,2.8,19,17.2
12.1,4.5,12.9,0.0,0.2,1.2,2.9,-2.1,16,19.2
33.0,13.7,16.6,0.6,3.7,1.5,1.2,-0.4,17,7.9
39.3,21.7,23.2,3.2,8.7,2.9,1.2,4.5,1,12.1
16.1,5.0,11.1,-0.1,0.8,1.3,1.3,-2.8,16,22.5
35.1,20.5,23.6,2.3,6.3,3.0,1.8,4.2,20,14.9
36.6,14.3,14.4,1.2,3.0,2.1,2.0,0.9,16,17.2
25.3,10.5,15.3,0.7,2.3,1.1,1.9,0.3,28,7.6
24.6,10.7,15.4,0.8,2.8,0.8,1.7,0.9,8,9.3
34.0,16.5,19.2,2.3,4.9,2.4,2.6,3.7,22,12.3
27.0,12.1,20.4,2.1,5.8,1.7,1.4,4.3,3,16.2
28.3,8.8,11.8,-0.5,1.5,1.8,1.0,-3.4,21,6.4
20.2,9.1,16.2,0.4,2.6,1.2,2.5,-0.1,21,10.8
23.1,9.3,17.7,1.2,3.4,1.8,2.4,2.0,22,29.9
27.5,9.7,14.5,1.4,4.5,1.3,1.9,2.3,1,11.5
30.6,8.3,12.8,0.9,2.6,1.8,3.5,0.6,12,10.1
32.5,11.2,16.9,1.4,5.4,1.8,1.5,1.3,12,3.3
31.1,7.6,13.2,1.5,3.1,2.6,3.7,1.7,13,30.1
40.2,14.5,16.8,2.3,4.9,3.2,2.6,2.5,8,24.4
40.4,23.0,20.7,2.1,4.6,3.7,1.8,2.0,29,17.6
26.0,11.0,16.9,1.0,3.0,1.7,2.0,1.3,21,9.7
38.2,19.7,15.5,0.9,3.3,2.7,1.8,-0.2,24,11.4
27.9,5.7,12.8,0.9,3.8,0.9,0.5,0.8,2,2.8
31.7,15.8,24.9,3.4,8.4,2.2,2.4,6.7,1,12.1
24.0,8.4,13.1,0.6,2.5,1.7,2.0,0.0,3,18.5
10.9,2.8,6.3,-0.5,0.1,0.6,0.7,-6.1,2,9.4
36.1,12.8,12.8,0.5,2.1,2.9,2.6,-1.0,15,25.2
33.6,18.4,19.7,1.5,4.0,2.3,1.6,1.9,11,12.5
36.6,10.8,18.8,2.6,7.9,1.9,0.5,3.7,7,5.7
18.0,6.2,13.6,-0.1,1.7,1.0,1.4,-2.4,27,8.6
18.3,6.4,12.5,0.7,2.1,0.8,2.6,1.0,1,9.6
18.8,7.1,14.4,0.4,1.2,1.5,2.2,-0.4,17,28.9
11.5,3.3,9.2,-0.3,0.3,0.6,2.1,-4.4,23,9.3
12.6,4.2,11.5,-0.1,0.9,0.6,0.9,-2.6,2,8.7
35.4,15.2,16.9,1.6,4.2,2.4,3.5,1.5,19,19.4
14.6,4.3,9.4,-0.6,1.0,0.7,0.6,-5.0,17,4.3
27.5,13.2,14.7,-0.1,2.5,1.5,1.1,-2.1,15,8.1
24.9,6.9,12.8,0.5,2.0,1.2,2.1,-0.1,9,25.4
28.3,11.0,18.7,0.0,4.4,1.5,1.2,-1.9,26,4.0
41.5,26.8,22.2,3.9,7.2,3.5,3.0,5.7,12,24.2
21.9,10.7,12.6,0.1,1.6,1.5,1.5,-1.5,15,12.1
28.4,8.9,11.8,-1.0,-0.3,1.9,1.1,-5.0,28,3.4
22.3,8.2,13.0,0.1,2.6,1.5,1.5,-1.7,6,7.1
37.6,15.6,18.5,3.0,6.0,1.9,3.5,4.4,16,17.3
30.8,13.5,17.1,0.9,4.7,2.0,1.4,0.3,12,7.4
23.6,8.1,13.1,0.4,2.5,1.5,2.1,-0.8,13,8.9
22.8,5.9,12.3,0.3,1.6,1.1,1.7,-0.9,11,25.5
25.9,8.9,13.6,0.8,3.3,1.0,1.9,0.6,14,10.0
35.2,13.2,14.8,0.1,1.3,2.9,2.4,-1.8,29,35.1
31.4,11.3,15.0,0.6,3.7,1.8,1.5,-0.3,24,11.4
22.5,9.6,16.6,0.5,2.3,1.4,1.9,0.0,21,5.9
21.5,5.5,13.6,0.3,2.9,0.6,1.5,-0.8,17,4.1
31.2,10.9,11.5,0.0,2.2,1.3,0.9,-2.1,8,10.4
28.1,11.2,13.9,1.0,2.5,1.6,2.2,0.7,19,18.8
24.8,8.5,11.6,-0.1,1.6,0.8,0.7,-2.4,16,8.9
16.1,5.7,10.1,-0.7,-0.1,1.3,2.2,-5.5,11,7.3
38.9,15.8,16.7,2.3,5.0,3.0,3.1,2.8,6,25.1
36.9,17.4,18.8,2.4,5.4,2.7,1.8,3.3,5,39.6
26.3,12.2,14.3,0.0,0.3,2.0,2.4,-2.1,28,8.7
23.6,10.1,18.1,1.9,4.1,1.2,2.2,4.5,4,12.2
16.1,6.4,16.6,1.2,2.8,1.1,4.4,4.1,3,21.1
20.6,7.4,14.7,0.3,1.2,1.4,2.6,-0.6,28,13.9
16.2,7.2,16.0,0.5,2.2,0.9,1.8,0.5,11,10.3
29.0,12.0,15.6,-0.1,2.4,2.0,1.2,-2.4,19,10.3
37.6,18.8,18.6,2.1,2.8,2.8,1.6,3.0,27,31.8
25.9,9.4,16.7,0.6,4.0,1.0,1.0,-0.1,4,4.4
28.2,7.6,17.9,1.8,3.8,2.0,1.7,3.0,4,45.4
23.6,6.6,14.7,-0.2,2.2,1.0,1.2,-2.6,28,4.8
24.0,10.5,15.8,0.3,2.4,2.3,1.8,-1.0,10,11.9
34.8,16.4,18.3,2.1,5.3,1.8,2.3,2.8,14,12.8
25.3,7.7,8.8,-0.5,0.4,0.8,1.6,-3.4,24,9.6
15.8,5.1,12.1,-0.1,1.6,0.8,1.2,-2.5,6,4.1
12.8,4.5,12.8,-0.1,0.3,1.0,2.4,-2.4,29,31.4
35.8,11.9,13.9,1.4,4.0,1.9,2.7,1.1,10,19.7
37.0,14.1,16.9,1.7,4.8,2.8,2.9,1.7,16,31.3
27.0,6.8,11.1,0.5,2.9,1.8,1.9,-0.5,13,25.8
34.8,26.3,30.6,3.9,9.0,2.5,1.1,7.1,9,14.4
22.7,7.5,11.4,0.4,2.2,0.9,1.6,-0.4,7,7.8
17.0,4.7,8.9,-0.3,0.3,0.8,2.5,-3.7,27,16.2
25.7,10.3,13.1,0.5,2.4,0.9,1.1,-0.4,18,5.3
21.3,7.1,14.1,0.5,2.1,1.3,2.2,-0.3,4,27.3
32.7,7.0,10.8,-0.1,2.1,1.9,1.5,-2.2,19,17.1
37.1,15.7,20.2,2.1,4.1,3.2,2.5,3.1,24,45.9
36.3,16.1,23.1,2.5,6.8,2.4,1.5,4.5,8,22.1
23.4,7.9,15.0,0.2,3.1,1.1,2.5,-1.1,20,5.1
19.8,9.1,16.7,0.9,2.4,1.4,2.4,1.5,12,15.3
33.6,14.9,15.3,1.7,3.9,1.8,2.2,2.1,6,10.7
26.4,8.6,19.6,1.4,4.2,1.1,1.5,2.3,23,5.2
29.5,13.9,13.7,0.3,2.5,2.0,1.0,-1.3,3,14.0
16.8,4.3,11.0,0.2,0.4,1.3,3.0,-1.3,20,32.0
14.9,2.5,9.6,0.0,1.5,0.5,1.0,-2.3,13,1.7
33.5,12.6,14.7,0.9,3.6,2.2,1.6,0.1,3,32.8
25.8,10.1,17.0,1.2,3.1,1.1,3.2,1.8,28,11.3
32.7,16.8,15.2,-0.9,0.7,2.6,0.6,-4.2,28,8.9
32.1,11.8,14.8,1.1,2.6,1.4,4.4,0.6,25,13.8
19.0,6.1,9.2,-0.3,1.2,0.8,1.6,-3.1,20,8.1
21.8,9.3,16.3,1.5,3.7,1.3,1.9,3.6,3,13.3
21.4,8.5,12.8,0.3,2.0,1.3,2.0,-1.2,2,9.7
22.0,9.8,16.1,-0.3,2.2,1.5,0.4,-3.4,8,3.0
26.8,6.0,16.2,1.2,3.6,0.8,2.2,1.7,24,2.3
36.9,18.7,17.0,1.2,2.6,2.8,2.1,1.0,22,15.2
33.1,13.9,15.1,0.5,2.3,2.2,2.1,-0.6,26,20.4
26.6,11.2,15.9,-0.2,1.8,1.5,1.2,-2.9,29,4.0
35.7,18.9,23.1,2.3,6.5,2.8,2.5,3.2,8,9.5
20.4,8.2,12.8,-0.1,0.8,1.6,1.6,-2.5,23,8.4
16.3,6.4,10.1,-0.7,-0.2,1.1,1.9,-4.8,23,8.9
12.1,2.7,8.5,-0.2,0.7,0.6,1.4,-3.3,21,3.5
35.3,18.4,19.8,3.3,6.8,2.7,2.7,3.4,17,27.6
21.1,11.4,19.3,1.0,2.8,1.5,1.8,2.0,24,11.0
39.1,21.1,22.6,5.3,12.8,3.4,0.9,4.6,7,13.7
29.4,9.3,14.0,0.7,4.5,1.5,1.9,-0.8,25,6.4
8.6,2.0,5.5,-0.4,0.1,0.6,0.5,-6.4,1,11.2
34.6,12.8,11.7,0.0,4.1,1.3,1.8,-2.1,16,9.8
25.8,9.5,15.6,0.8,3.5,2.0,1.1,0.5,6,28.5
36.5,17.2,17.5,3.7,8.4,1.4,2.5,3.1,14,10.6
9.7,3.5,9.4,-0.5,0.8,0.3,0.5,-6.2,1,6.7
30.2,13.3,17.3,3.0,7.0,2.1,1.8,3.3,1,23.4
35.1,13.0,15.2,1.9,5.8,2.8,2.6,0.7,9,30.2
13.6,3.8,13.3,0.4,2.7,0.6,1.5,-0.6,12,3.6
34.5,15.5,15.8,1.6,6.9,1.8,0.9,0.6,15,11.4
20.3,6.5,13.6,0.3,3.0,1.2,1.8,-1.2,20,10.9
33.3,15.3,14.1,0.4,4.0,1.7,2.4,-1.4,20,11.6
10.0,2.3,12.1,0.1,0.9,0.5,3.0,-1.4,21,5.5
30.8,13.8,18.5,2.5,7.5,2.5,1.7,2.4,10,14.6
33.3,15.9,14.4,1.3,4.5,1.7,1.6,0.2,6,14.8
39.6,21.9,20.9,4.7,8.3,2.6,2.1,4.6,16,17.8
32.4,12.6,13.3,1.9,7.1,1.2,1.2,0.9,8,11.8
34.7,19.6,21.0,3.7,8.3,3.6,2.4,3.6,14,40.4
31.0,9.0,17.1,3.5,8.4,2.4,4.2,3.6,11,43.7
27.9,11.7,15.3,1.7,5.3,1.9,2.5,1.7,11,21.3
22.0,10.1,16.4,0.3,4.7,1.4,1.0,-1.4,3,6.9
8.0,1.8,10.4,-0.1,0.7,0.3,2.6,-3.4,10,5.9
25.0,8.9,14.4,-0.4,1.4,1.5,1.6,-3.4,24,4.1
22.6,10.2,14.3,-1.4,1.9,2.0,1.3,-5.0,29,8.0
39.9,22.4,17.8,2.2,4.7,3.6,2.2,0.6,20,15.4
15.2,1.3,10.1,0.7,2.5,0.3,2.0,0.5,14,3.6
15.5,3.2,9.5,-0.4,1.9,0.7,1.1,-3.3,4,2.3
14.7,6.5,14.9,-0.5,1.3,1.0,1.5,-4.4,26,4.0
19.5,8.3,15.7,1.1,4.2,1.1,2.2,0.7,2,9.4
38.9,12.8,16.4,3.4,9.3,1.8,1.2,2.3,9,17.3
17.8,7.3,13.9,-0.1,2.7,1.3,0.9,-2.3,25,8.0
36.0,15.1,14.1,0.9,4.1,2.3,1.4,0.1,8,13.3
29.3,15.3,19.6,2.9,5.3,1.5,2.3,4.8,18,14.1
16.8,3.1,13.4,0.8,2.9,0.4,2.8,0.7,16,2.3
23.5,6.3,11.6,0.7,3.7,1.5,1.9,-0.2,15,26.6
28.0,10.3,12.3,-0.5,1.9,1.9,1.9,-2.8,27,23.2
35.8,15.4,15.5,1.7,4.2,2.0,1.9,0.6,25,11.2
36.4,16.9,18.0,4.4,10.1,1.8,2.8,4.0,3,13.5
15.1,6.9,12.2,-0.1,0.8,1.0,1.4,-2.4,9,14.2
23.1,6.3,10.7,0.6,2.1,1.4,2.4,-0.2,5,10.7
28.5,9.6,11.6,0.3,2.9,1.7,2.4,-1.5,20,11.9
30.1,15.1,20.3,2.5,9.4,1.8,2.2,2.1,6,7.5
15.3,3.0,9.4,-0.5,0.4,0.7,0.6,-3.9,27,5.5
9.3,3.1,6.9,-0.6,-0.4,1.2,1.2,-7.6,2,30.8
19.3,7.2,12.7,0.6,2.4,1.0,2.3,-0.1,6,10.8
18.4,7.0,17.4,0.8,2.0,1.0,2.2,0.6,28,14.0
12.8,5.2,16.8,1.2,2.7,1.1,3.4,2.5,4,32.1
30.0,9.0,13.6,-0.3,3.1,1.2,1.4,-2.6,27,4.3
23.2,4.6,9.2,-0.8,0.4,1.4,1.8,-3.7,26,27.7
37.7,16.5,16.2,1.7,4.0,2.9,3.4,0.4,28,16.3
18.5,5.7,8.9,-1.1,1.3,0.9,0.6,-4.9,2,5.6
33.0,12.0,12.5,1.1,5.3,2.5,1.9,-0.5,3,15.5
13.0,5.2,12.2,0.0,1.0,0.7,1.6,-1.7,16,4.6
13.7,5.2,15.7,1.3,3.7,0.6,3.1,2.5,1,9.5
16.6,5.9,13.2,-0.1,0.6,1.0,2.4,-2.8,24,8.7
28.8,14.0,14.8,-0.6,1.5,2.1,1.4,-3.0,28,8.5
17.3,4.9,12.6,0.5,2.0,0.8,1.9,-0.5,26,11.3
23.3,7.7,9.6,-0.8,-0.3,1.1,1.8,-4.1,29,9.3
22.4,7.5,12.9,0.9,3.8,0.5,1.3,1.1,1,13.2
24.8,10.8,12.4,0.0,1.1,1.2,1.5,-1.9,26,11.9
30.5,12.2,14.8,1.1,3.7,2.3,2.5,0.3,20,31.4
28.3,7.8,15.6,3.6,7.1,2.1,3.4,4.1,15,32.4
18.2,7.5,16.8,0.7,2.5,1.3,2.3,-0.2,26,13.8
36.0,22.3,21.1,2.6,6.9,3.1,1.6,1.6,26,13.5
21.2,8.0,15.6,1.1,4.0,1.4,1.7,0.6,14,30.4
16.5,5.7,9.8,-0.5,1.5,0.7,0.5,-3.7,2,7.2
12.4,4.5,12.0,0.2,1.5,0.5,1.8,-1.1,14,10.5
22.8,9.9,11.6,-0.3,1.1,1.4,0.8,-3.1,13,11.6
9.2,1.9,6.4,-0.3,0.0,0.4,2.4,-4.7,25,9.0
8.2,2.7,14.1,0.7,1.9,0.3,2.0,2.8,1,12.8
32.3,13.1,14.3,1.7,5.9,1.2,1.0,1.0,19,18.9
